coin,date,year,month,open,high,low,close,volume,market_cap,circulating_supply
bnb,08/03/2018,2018,8,9.03568,9.13749,8.11839,8.31044,48535100.0,894207685.0,107600522.3550137
bnb,09/03/2018,2018,9,8.26137,8.33242,7.17423,8.31307,46893300.0,825736586.0,99329920.95579612
bnb,10/03/2018,2018,10,8.26712,8.35451,7.63354,7.67166,41645000.0,798194328.0,104044538.99156114
bnb,11/03/2018,2018,11,7.64875,8.41945,7.38076,8.27238,45451700.0,768018665.0,92841318.33885774
bnb,12/03/2018,2018,12,8.29911,8.54762,7.74369,8.03927,51188100.0,820718231.0,102088651.20838086
bnb,13/03/2018,2018,3,7.99896,11.0016,7.90244,10.1152,216111008.0,802214718.0,79307845.42075293
bnb,14/03/2018,2018,3,10.13,10.6719,8.55077,8.95921,124112000.0,1025852449.0,114502556.47540352
bnb,15/03/2018,2018,3,8.94456,9.40132,8.41953,9.09908,104531000.0,888364962.0,97632393.8244306
bnb,16/03/2018,2018,3,9.13251,9.39258,8.63961,9.11132,97626000.0,903469795.0,99159045.56090666
bnb,17/03/2018,2018,3,9.19896,9.50244,8.66498,8.98774,94679904.0,922893022.0,102683546.92058292
bnb,18/03/2018,2018,3,8.95742,8.96295,7.85848,8.95185,94840304.0,909986584.0,101653466.49016683
bnb,19/03/2018,2018,3,9.09,9.26137,8.49606,8.99274,97938896.0,887344850.0,98673468.82040402
bnb,20/03/2018,2018,3,8.98718,9.24135,8.65527,9.16093,96919504.0,876632715.0,95692545.95330386
bnb,21/03/2018,2018,3,9.16654,10.2933,9.08083,9.982,131761000.0,907167557.0,90880340.31256261
bnb,22/03/2018,2018,3,10.0285,10.9059,9.57252,10.0663,112305000.0,993225814.0,98668409.84274262
bnb,23/03/2018,2018,3,10.0498,11.9768,9.53545,11.7376,157246000.0,999073037.0,85117318.4467012
bnb,24/03/2018,2018,3,11.7061,14.8387,11.6027,13.0891,255358000.0,1159180604.0,88560756.96571957
bnb,25/03/2018,2018,3,13.1352,14.2326,12.5686,12.7831,189518000.0,1310540636.0,102521347.40399434
bnb,26/03/2018,2018,3,12.9135,12.9135,10.9571,12.0614,132353000.0,1262196848.0,104647623.65894505
bnb,27/03/2018,2018,3,12.1189,12.2337,10.8771,11.5083,102579000.0,1197972550.0,104096395.64488238
bnb,28/03/2018,2018,3,11.5192,12.246,11.3898,11.6404,92931200.0,1136956482.0,97673317.23995739
bnb,29/03/2018,2018,3,11.6961,11.7291,10.1727,10.1961,81352096.0,1150079372.0,112796007.49306108
bnb,30/03/2018,2018,3,10.1692,10.7481,9.74429,10.3504,75551600.0,1010960891.0,97673605.94759622
bnb,31/03/2018,2018,3,10.3929,11.39,10.2868,11.0559,89256304.0,1035804124.0,93687906.36673632
bnb,01/04/2018,2018,1,11.1519,11.2971,10.3783,11.0662,87918096.0,1100591194.0,99455205.40022773
bnb,02/04/2018,2018,2,11.0651,12.6488,11.0152,12.6207,116071000.0,1294791444.0,102592680.59616345
bnb,03/04/2018,2018,3,12.6446,13.9532,12.3336,13.3607,141287008.0,1474305624.0,110346435.74064234
bnb,04/04/2018,2018,4,13.2926,13.4408,12.0019,12.1904,119600000.0,1536627713.0,126052279.90878068
bnb,05/04/2018,2018,5,12.1985,12.6235,12.136,12.4536,103864000.0,1425673910.0,114478858.32209161
bnb,06/04/2018,2018,6,12.4927,12.6431,12.0389,12.2584,81989696.0,1457643944.0,118909804.21588461
bnb,07/04/2018,2018,7,12.2668,12.6306,12.2668,12.4557,87924896.0,1430523652.0,114848916.72085872
bnb,08/04/2018,2018,8,12.5125,12.5125,12.1159,12.1176,79045000.0,1441688284.0,118974737.90189476
bnb,09/04/2018,2018,9,12.1208,12.5545,11.6104,11.8683,80643696.0,1402171614.0,118144267.83953895
bnb,10/04/2018,2018,10,11.9055,12.4015,11.8491,12.0362,87608200.0,1382104338.0,114828960.8015819
bnb,11/04/2018,2018,11,12.0416,12.2309,11.7789,12.2309,92759696.0,1397797738.0,114284127.74203043
bnb,12/04/2018,2018,12,12.4234,12.9525,11.9088,12.9525,133239000.0,1411325536.0,108961631.80853117
bnb,13/04/2018,2018,4,13.1525,13.7621,12.7534,13.5368,148215008.0,1488140594.0,109932967.4664618
bnb,14/04/2018,2018,4,13.4547,13.8401,12.99,13.2444,94980800.0,1559918298.0,117779461.35725287
bnb,15/04/2018,2018,4,13.2978,13.5801,12.9225,13.0588,115373000.0,1521467021.0,116508945.76837076
bnb,16/04/2018,2018,4,13.0473,13.0557,12.0845,12.21,75965504.0,1477881975.0,121038654.79115479
bnb,17/04/2018,2018,4,12.2264,12.4589,11.6739,11.7694,77537400.0,1389548771.0,118064537.78442402
bnb,18/04/2018,2018,4,11.7939,12.3947,11.5253,12.2757,90015104.0,1339024391.0,109079269.69541451
bnb,19/04/2018,2018,4,12.2629,12.4339,12.0404,12.3526,78661696.0,1393358194.0,112798778.71865031
bnb,20/04/2018,2018,4,12.353,12.718,11.9293,12.5752,86036096.0,1410887345.0,112196016.36554487
bnb,21/04/2018,2018,4,12.5694,13.6732,12.4373,13.3784,141582000.0,1402948010.0,104866651.46803804
bnb,22/04/2018,2018,4,13.3543,13.3543,12.862,12.8759,84873000.0,1515589268.0,117707443.20785344
bnb,23/04/2018,2018,4,12.8777,13.8252,12.8455,13.6253,132041000.0,1465746135.0,107575329.35054642
bnb,24/04/2018,2018,4,13.6482,15.6246,13.6482,15.266,165599008.0,1546459517.0,101300898.53268702
bnb,25/04/2018,2018,4,15.212,15.9259,13.0464,13.2909,144820992.0,1738153418.0,130777706.40061997
bnb,26/04/2018,2018,4,13.3472,14.7088,13.2471,14.6536,127788000.0,1521649762.0,103841360.62128077
bnb,27/04/2018,2018,4,14.6469,14.7717,14.1838,14.3291,101995000.0,1662410114.0,116016366.27562094
bnb,28/04/2018,2018,4,14.2831,15.3286,14.2255,15.2001,122360000.0,1620761417.0,106628339.0898744
bnb,29/04/2018,2018,4,15.1642,15.3975,14.5557,15.0562,105495000.0,1715394188.0,113932744.51720886
bnb,30/04/2018,2018,4,15.0627,15.1567,14.1093,14.3121,83765800.0,1704642241.0,119104969.99042769
bnb,01/05/2018,2018,1,14.3146,14.3146,13.6148,14.1643,75433904.0,1624677819.0,114702302.19636692
bnb,02/05/2018,2018,2,14.1702,14.4092,13.9404,14.4092,80730304.0,1603519159.0,111284398.78688616
bnb,03/05/2018,2018,3,14.4416,14.7787,14.2114,14.6526,104726000.0,1625018121.0,110903056.18115556
bnb,04/05/2018,2018,4,14.628,14.6846,14.2445,14.3295,79940496.0,1761725786.0,122943981.71604034
bnb,05/05/2018,2018,5,14.3193,14.5032,14.2119,14.3687,71502096.0,1623623966.0,112997276.44115333
bnb,06/05/2018,2018,6,14.3623,14.7992,13.6763,13.9426,74731600.0,1629876448.0,116899032.31821898
bnb,07/05/2018,2018,7,13.939,13.97,12.9945,13.7025,59800200.0,1585226374.0,115688843.20379493
bnb,08/05/2018,2018,8,13.7046,13.9228,13.1482,13.529,57865500.0,1560686826.0,115358624.14073472
bnb,09/05/2018,2018,9,13.5245,14.8129,13.0799,14.6602,99046304.0,1527736118.0,104209773.26366626
bnb,10/05/2018,2018,10,14.675,15.0456,13.8184,13.8184,68250000.0,1659352701.0,120082838.8959648
bnb,11/05/2018,2018,11,13.8805,14.0941,12.5895,12.9939,57027500.0,1563309899.0,120311061.26720999
bnb,12/05/2018,2018,12,12.9727,13.1472,12.2539,12.9439,44001000.0,1474947720.0,113949251.77110454
bnb,13/05/2018,2018,5,13.008,13.554,12.743,13.1187,70816496.0,1478678736.0,112715340.39195956
bnb,14/05/2018,2018,5,13.1583,13.1653,12.3564,12.8707,49317700.0,1496009100.0,116233701.35268478
bnb,15/05/2018,2018,5,12.8539,13.2723,12.5144,12.5678,45696200.0,1471687854.0,117099878.57858972
bnb,16/05/2018,2018,5,12.5581,12.5674,11.9511,12.2605,35233200.0,1432425675.0,116832565.9638677
bnb,17/05/2018,2018,5,12.3156,12.971,12.2736,12.465,54251500.0,1396933971.0,112068509.50661853
bnb,18/05/2018,2018,5,12.3614,16.2205,12.0531,15.1354,243260992.0,1422732556.0,94000327.44426972
bnb,19/05/2018,2018,5,15.1346,15.621,13.9932,14.2457,138320992.0,1724090037.0,121025294.43972568
bnb,20/05/2018,2018,5,14.3502,14.3689,13.6853,14.1178,95390200.0,1615137258.0,114404316.39490572
bnb,21/05/2018,2018,5,14.1254,14.7879,13.8167,14.7223,97367296.0,1597199734.0,108488465.38923945
bnb,22/05/2018,2018,5,14.5709,14.8351,13.7492,13.9255,86545104.0,1679793586.0,120627164.98509929
bnb,23/05/2018,2018,5,13.8529,13.9252,12.3343,12.6262,68215200.0,1580629434.0,125186472.0977016
bnb,24/05/2018,2018,5,12.61,13.1909,12.2015,13.0003,54410900.0,1440307587.0,110790334.6076629
bnb,25/05/2018,2018,5,13.0326,13.3706,12.6353,13.008,49173800.0,1483467051.0,114042669.97232473
bnb,26/05/2018,2018,5,12.963,13.1964,12.6959,12.7591,43258400.0,1469613771.0,115181617.1203298
bnb,27/05/2018,2018,5,12.7857,12.7923,12.3291,12.6058,36691600.0,1452393712.0,115216306.14479049
bnb,28/05/2018,2018,5,12.5996,12.7528,11.7031,11.8943,33398400.0,1433110677.0,120487181.00266515
bnb,29/05/2018,2018,5,11.9555,12.6752,11.7671,12.5717,48807700.0,1346611593.0,107114518.56153105
bnb,30/05/2018,2018,5,12.6084,12.7969,12.2739,12.5709,43146300.0,1433220721.0,114010987.3596958
bnb,31/05/2018,2018,5,12.5618,14.2194,12.4138,14.1902,93931696.0,1430349202.0,100798382.12287353
bnb,01/06/2018,2018,1,14.2517,14.4114,13.7893,14.2408,80342200.0,1615512908.0,113442566.9906185
bnb,02/06/2018,2018,2,14.3192,14.846,14.0087,14.6797,87983000.0,1622764040.0,110544768.62606184
bnb,03/06/2018,2018,3,14.6819,14.9508,14.3283,14.566,82182304.0,1657890126.0,113819176.57558697
bnb,04/06/2018,2018,4,14.6756,14.6756,13.6655,14.2611,58219100.0,1661218802.0,116486021.5551395
bnb,05/06/2018,2018,5,14.2539,15.6748,14.2102,15.5993,101474000.0,1621015534.0,103915915.07311226
bnb,06/06/2018,2018,6,15.599,17.3607,15.3499,17.2475,157806000.0,1769511870.0,102595267.14016525
bnb,07/06/2018,2018,7,17.2665,17.4381,16.1754,16.2631,131031000.0,1956880198.0,120326395.21370463
bnb,08/06/2018,2018,8,16.3495,16.6251,15.8307,16.2738,94394600.0,1847775784.0,113542982.21681474
bnb,09/06/2018,2018,9,16.3119,16.8903,15.9632,15.9632,85299904.0,1841322605.0,115347963.1276937
bnb,10/06/2018,2018,10,15.9286,15.9286,13.5923,14.1842,79288200.0,1795844126.0,126608770.74491335
bnb,11/06/2018,2018,11,14.1355,15.3835,13.7859,15.3835,83039696.0,1608695115.0,104572764.00039002
bnb,12/06/2018,2018,12,15.5247,16.1587,14.9922,15.2262,116016000.0,1758199728.0,115471997.4780313
bnb,13/06/2018,2018,6,15.2969,15.7184,14.0262,14.5891,97415904.0,1742850550.0,119462513.109102
bnb,14/06/2018,2018,6,14.6403,15.0259,14.14,14.8953,80329504.0,1670655403.0,112159902.9895336
bnb,15/06/2018,2018,6,14.882,15.6469,14.6911,15.0481,79159296.0,1699835500.0,112960141.14738739
bnb,16/06/2018,2018,6,14.9363,15.9814,14.9363,15.8092,81354704.0,1715831034.0,108533704.0457455
bnb,17/06/2018,2018,6,15.779,17.2326,15.7641,16.5788,107346000.0,1794376051.0,108233168.32340096
bnb,18/06/2018,2018,6,16.6217,17.1863,16.2212,16.8797,106776000.0,1877345029.0,111219099.21384859
bnb,19/06/2018,2018,6,16.7801,16.9368,16.208,16.6996,80738096.0,1922228028.0,115106231.76603033
bnb,20/06/2018,2018,6,16.7608,16.8632,15.7411,16.0619,65190300.0,1898315438.0,118187477.07307354
bnb,21/06/2018,2018,6,16.0722,17.2683,15.9165,17.0533,122980000.0,1826063065.0,107079747.90802953
bnb,22/06/2018,2018,6,17.0714,17.2437,15.2608,15.5939,113751000.0,1936593427.0,124189165.44289754
bnb,23/06/2018,2018,6,15.6017,16.0592,15.3647,15.5512,70431104.0,1785050164.0,114785364.73069602
bnb,24/06/2018,2018,6,15.5709,15.5946,13.5444,14.4476,96256304.0,1785107296.0,123557358.73086187
bnb,25/06/2018,2018,6,14.457,15.0659,13.8339,14.9209,60358000.0,1650237902.0,110599085.98006824
bnb,26/06/2018,2018,6,14.9329,14.9852,13.8678,14.12,37503400.0,1701590502.0,120509242.35127479
bnb,27/06/2018,2018,6,14.0672,14.3056,13.8941,14.0501,44136600.0,1612147068.0,114742746.88436382
bnb,28/06/2018,2018,6,14.0309,14.7498,13.8608,14.1246,67290496.0,1599864544.0,113267954.06595586
bnb,29/06/2018,2018,6,14.1743,14.6469,13.7797,14.5086,52784600.0,1583668999.0,109153812.15279214
bnb,30/06/2018,2018,6,14.5491,15.1824,14.2915,14.6573,59676900.0,1637710573.0,111733441.56154272
bnb,01/07/2018,2018,1,14.6762,14.6869,14.1442,14.4041,38434400.0,1648892031.0,114473797.80756868
bnb,02/07/2018,2018,2,14.3977,14.823,14.057,14.5706,55614000.0,1608996498.0,110427607.51101533
bnb,03/07/2018,2018,3,14.5634,14.7847,14.0759,14.1715,60657300.0,1658531371.0,117032873.795999
bnb,04/07/2018,2018,4,14.2262,14.3288,13.908,14.0055,37043700.0,1605124428.0,114606720.78826176
bnb,05/07/2018,2018,5,14.0396,14.1391,13.652,13.8505,41185300.0,1587816496.0,114639651.70932457
bnb,06/07/2018,2018,6,13.9761,13.9864,13.2766,13.5296,33466000.0,1522157052.0,112505695.06859034
bnb,07/07/2018,2018,7,13.5409,14.4048,13.4259,14.4048,79974896.0,1504722148.0,104459773.68654893
bnb,08/07/2018,2018,8,14.3979,14.4223,13.9345,13.9919,60275400.0,1589516130.0,113602593.64346515
bnb,09/07/2018,2018,9,14.0384,14.0883,13.6341,13.6645,36874000.0,1561009240.0,114238299.24256285
bnb,10/07/2018,2018,10,13.6144,13.6607,12.6719,12.7613,36507100.0,1493336918.0,117020751.64755942
bnb,11/07/2018,2018,11,12.8249,12.8866,12.2516,12.7049,38867700.0,1450620606.0,114178042.01528543
bnb,12/07/2018,2018,12,12.6919,12.7735,11.9016,12.0706,26008100.0,1433362149.0,118748210.44521399
bnb,13/07/2018,2018,7,12.0935,12.4332,12.0434,12.1801,29709900.0,1363752945.0,111965660.79096231
bnb,14/07/2018,2018,7,12.193,12.2735,11.9691,12.0965,21534200.0,1365805396.0,112909138.67647666
bnb,15/07/2018,2018,7,12.0883,12.3967,12.0185,12.2891,26346900.0,1374754160.0,111867765.74362648
bnb,16/07/2018,2018,7,12.3099,13.3857,12.2029,13.2373,47198600.0,1390181389.0,105020010.80280723
bnb,17/07/2018,2018,7,13.3579,13.8934,12.8698,13.7128,74443200.0,1503876274.0,109669525.84446649
bnb,18/07/2018,2018,7,13.7399,13.8572,12.7239,12.8648,75446304.0,1561509348.0,121378439.46271998
bnb,19/07/2018,2018,7,12.8251,13.3511,12.7696,12.918,49364800.0,1252473840.0,96955708.3139805
bnb,20/07/2018,2018,7,12.9185,12.971,11.8856,12.0709,40466000.0,1231430187.0,102016435.14568093
bnb,21/07/2018,2018,7,12.0747,12.4556,11.9021,12.1853,28726700.0,1153214789.0,94639835.62160964
bnb,22/07/2018,2018,7,12.1888,12.274,11.9627,12.1199,20692400.0,1157397766.0,95495653.09944803
bnb,23/07/2018,2018,7,12.1368,12.3381,11.9129,12.0199,28137700.0,1145379629.0,95290279.37004468
bnb,24/07/2018,2018,7,12.0222,12.2462,11.6484,12.1451,46762700.0,1149545845.0,94650998.75670023
bnb,25/07/2018,2018,7,12.087,13.4667,12.0793,12.9394,72083200.0,1175983828.0,90883953.50634497
bnb,26/07/2018,2018,7,12.9215,13.5521,12.9115,13.3973,61881400.0,1252610236.0,93497214.81193972
bnb,27/07/2018,2018,7,13.3925,14.0335,13.0581,13.9227,66040700.0,1300183482.0,93385872.13687
bnb,28/07/2018,2018,7,14.0256,14.8694,13.7223,14.6017,75159904.0,1333273550.0,91309474.2393009
bnb,29/07/2018,2018,7,14.5981,14.6984,13.66,14.0212,56547100.0,1405648474.0,100251652.7829287
bnb,30/07/2018,2018,7,13.9477,13.9477,13.0665,13.2169,35991600.0,1368299938.0,103526540.86813095
bnb,31/07/2018,2018,7,13.2111,14.0643,13.0368,13.7754,66537000.0,1295448185.0,94040694.64407568
bnb,01/08/2018,2018,1,13.7696,14.062,13.2341,13.5739,53833700.0,1347243331.0,99252486.83134545
bnb,02/08/2018,2018,2,13.6308,14.184,13.4064,14.1769,50481200.0,1331900269.0,93948625.51051359
bnb,03/08/2018,2018,3,14.088,14.2059,13.6405,14.1346,70449300.0,1389400539.0,98297832.19900103
bnb,04/08/2018,2018,4,14.1127,14.4551,13.5691,13.8424,60865200.0,1381330641.0,99789822.6463619
bnb,05/08/2018,2018,5,13.8587,13.8978,13.2875,13.6232,43000300.0,1356891850.0,99601551.03059486
bnb,06/08/2018,2018,6,13.6876,13.9757,13.4964,13.6991,46799600.0,1337921085.0,97664889.29929703
bnb,07/08/2018,2018,7,13.6585,13.9088,13.1286,13.1461,45119500.0,1341686869.0,102059688.34863572
bnb,08/08/2018,2018,8,13.1289,13.1392,11.9807,12.1437,44898500.0,1283100271.0,105659747.11167106
bnb,09/08/2018,2018,9,12.1616,12.8719,12.1001,12.858,41389000.0,1187632193.0,92365235.10654844
bnb,10/08/2018,2018,10,12.7681,12.8211,11.8073,12.1308,37026400.0,1254769536.0,103436668.31536254
bnb,11/08/2018,2018,11,12.1106,12.1588,11.3686,11.7366,29253100.0,1187631953.0,101190460.01397339
bnb,12/08/2018,2018,12,11.6876,11.8647,11.5047,11.7418,23290300.0,1139057974.0,97008803.93125415
bnb,13/08/2018,2018,8,11.7712,11.9467,10.1841,10.2282,34827100.0,1146580999.0,112099978.39307015
bnb,14/08/2018,2018,8,10.3045,10.3045,8.66266,9.42011,39515200.0,997924239.0,105935518.69351844
bnb,15/08/2018,2018,8,9.40796,10.5918,9.40321,9.46301,42994900.0,926411943.0,97898231.42953457
bnb,16/08/2018,2018,8,9.53052,9.98495,9.39382,9.80233,24709700.0,921186428.0,93976271.76395817
bnb,17/08/2018,2018,8,9.7823,10.8678,9.72495,10.8678,37502400.0,953850715.0,87768519.38754854
bnb,18/08/2018,2018,8,10.7849,10.9651,9.54027,9.90758,27803700.0,1053876485.0,106370726.75668529
bnb,19/08/2018,2018,8,9.92142,10.3006,9.75401,10.1562,21218500.0,966874895.0,95200458.34071799
bnb,20/08/2018,2018,8,10.1417,10.2038,9.64362,9.70093,17617700.0,992587084.0,102318755.41829495
bnb,21/08/2018,2018,8,9.68034,9.84815,9.42483,9.71463,13228100.0,943693188.0,97141444.19293375
bnb,22/08/2018,2018,8,9.73594,10.1964,9.25728,9.53973,23929500.0,953355873.0,99935309.80436553
bnb,23/08/2018,2018,8,9.49895,9.71504,9.40262,9.71504,17327500.0,925703864.0,95285646.17335595
bnb,24/08/2018,2018,8,9.76352,10.2347,9.56229,10.2347,22814900.0,949767300.0,92798743.49028306
bnb,25/08/2018,2018,8,10.1933,10.2488,9.98287,10.1358,19561400.0,999310962.0,98592213.93476588
bnb,26/08/2018,2018,8,10.1142,10.2742,9.80865,10.1856,22551200.0,991833847.0,97376084.57037385
bnb,27/08/2018,2018,8,10.219,11.3356,10.1278,11.2128,44953500.0,1002050441.0,89366656.05379567
bnb,28/08/2018,2018,8,11.1607,11.4996,10.8415,11.4861,43860800.0,1098483033.0,95635858.38535273
bnb,29/08/2018,2018,8,11.471,11.471,10.9075,11.1735,33530600.0,1125039165.0,100688160.82695663
bnb,30/08/2018,2018,8,11.1692,11.1867,10.3848,10.7626,23247800.0,1094104885.0,101658045.91827253
bnb,31/08/2018,2018,8,10.7602,11.0225,10.5958,11.0138,22638200.0,1054126747.0,95709632.18870871
bnb,01/09/2018,2018,1,11.0266,11.5423,11.0266,11.3794,29776300.0,1078009887.0,94733455.80610576
bnb,02/09/2018,2018,2,11.4334,11.4638,11.1361,11.2994,21757400.0,1119133728.0,99043641.96329008
bnb,03/09/2018,2018,3,11.3459,11.4092,11.1103,11.2611,18644300.0,1103821007.0,98020709.078154
bnb,04/09/2018,2018,4,11.3104,11.4232,11.2624,11.3592,18878700.0,1104480872.0,97232276.21663497
bnb,05/09/2018,2018,5,11.4098,11.5365,10.0866,10.0866,29308300.0,1113127809.0,110357088.51347332
bnb,06/09/2018,2018,6,10.0535,10.3016,9.62191,10.2842,23466000.0,989951404.0,96259446.91857412
bnb,07/09/2018,2018,7,10.2648,10.2697,9.86944,10.0373,16640400.0,1006803552.0,100306213.0254152
bnb,08/09/2018,2018,8,10.0328,10.1943,9.4137,9.52008,15053100.0,977698540.0,102698563.45744994
bnb,09/09/2018,2018,9,9.54872,9.72737,9.27243,9.51263,13947300.0,928309173.0,97587015.68335992
bnb,10/09/2018,2018,10,9.57601,9.70806,9.37306,9.52487,12427900.0,931723647.0,97820090.66790412
bnb,11/09/2018,2018,11,9.52199,9.60542,9.22733,9.37396,18572100.0,930452971.0,99259328.07479443
bnb,12/09/2018,2018,12,9.38555,9.48019,9.03731,9.21443,21323500.0,916422641.0,99455163.36875965
bnb,13/09/2018,2018,9,9.22455,9.69404,9.21765,9.60406,24817100.0,879018553.0,91525724.84969898
bnb,14/09/2018,2018,9,9.63682,10.086,9.54633,9.93005,26124800.0,918746987.0,92521889.31576377
bnb,15/09/2018,2018,9,9.90464,10.196,9.90464,10.1103,27281100.0,948229137.0,93788427.34636953
bnb,16/09/2018,2018,9,10.1164,10.1274,9.77638,9.93602,20623100.0,965043148.0,97125725.18976411
bnb,17/09/2018,2018,9,9.94973,10.0118,9.31664,9.40526,22370800.0,949061082.0,100907479.64436921
bnb,18/09/2018,2018,9,9.39057,9.63503,9.27657,9.54406,23016100.0,894716967.0,93745949.52253024
bnb,19/09/2018,2018,9,9.55671,9.77605,9.31497,9.61909,22684800.0,912577463.0,94871496.47211951
bnb,20/09/2018,2018,9,9.6337,10.0976,9.60249,10.0745,27983700.0,917696686.0,91091040.34939699
bnb,21/09/2018,2018,9,10.0604,10.4354,9.96279,10.4108,35228200.0,960259133.0,92236824.5475852
bnb,22/09/2018,2018,9,10.4196,10.5281,9.96642,10.245,21731800.0,997832194.0,97396993.06979015
bnb,23/09/2018,2018,9,10.2729,10.3656,10.1575,10.2806,22673000.0,985393112.0,95849766.74513161
bnb,24/09/2018,2018,9,10.2914,10.3174,9.93912,10.0359,19223700.0,1488079900.0,148275680.3076954
bnb,25/09/2018,2018,9,10.0342,10.0342,9.50621,9.78316,19256100.0,1450237751.0,148238171.61326197
bnb,26/09/2018,2018,9,9.78101,9.9033,9.58877,9.73663,18370400.0,1411896130.0,145008707.3248136
bnb,27/09/2018,2018,9,9.73624,10.0769,9.67226,10.0312,26966900.0,1407777728.0,140339912.27370605
bnb,28/09/2018,2018,9,10.0429,10.2272,9.89132,9.96934,25097900.0,1452352372.0,145681897.8989582
bnb,29/09/2018,2018,9,9.95669,10.0324,9.75708,9.99914,26072400.0,1440706057.0,144082996.83772802
bnb,30/09/2018,2018,9,10.0034,10.0356,9.85336,10.0178,26954000.0,1440392829.0,143783348.5395995
bnb,01/10/2018,2018,1,10.0097,10.05,9.88155,9.94366,25138500.0,1446314353.0,145450905.7027292
bnb,02/10/2018,2018,2,9.93614,10.6069,9.88016,10.3568,41386000.0,1439680403.0,139008226.76888615
bnb,03/10/2018,2018,3,10.3286,10.444,10.0644,10.2712,38371900.0,1493274838.0,145384652.03676298
bnb,04/10/2018,2018,4,10.2866,10.3936,10.2214,10.2556,32534900.0,1483326566.0,144635766.41054645
bnb,05/10/2018,2018,5,10.2513,10.7151,10.2399,10.6362,40756200.0,1488751252.0,139970219.81534758
bnb,06/10/2018,2018,6,10.6451,10.7457,10.2988,10.3721,30941000.0,1538461617.0,148326917.1141813
bnb,07/10/2018,2018,7,10.3992,10.5317,10.2966,10.519,32205000.0,1506162297.0,143184931.74256107
bnb,08/10/2018,2018,8,10.5321,10.6321,10.4589,10.5066,31932700.0,1523859036.0,145038265.0905145
bnb,09/10/2018,2018,9,10.5359,10.5735,10.227,10.3849,27881100.0,1525303120.0,146877015.666978
bnb,10/10/2018,2018,10,10.359,10.4012,10.2059,10.328,26141100.0,1505859403.0,145803582.78466305
bnb,11/10/2018,2018,11,10.3097,10.3097,9.25362,9.30132,26084400.0,1493947357.0,160616703.54315302
bnb,12/10/2018,2018,12,9.28074,9.66181,9.23651,9.52894,26099400.0,1341784372.0,140811503.90284753
bnb,13/10/2018,2018,10,9.49206,9.62708,9.47779,9.54036,24253100.0,1379371138.0,144582713.65021867
bnb,14/10/2018,2018,10,9.54636,9.6416,9.4658,9.49674,22974000.0,1388285752.0,146185507.02662176
bnb,15/10/2018,2018,10,9.48123,10.4415,9.41809,10.3161,52331400.0,1384751890.0,134232111.9415283
bnb,16/10/2018,2018,10,10.3213,10.3267,9.91639,10.0109,30719200.0,1513996077.0,151234761.8096275
bnb,17/10/2018,2018,10,10.0256,10.0281,9.81882,9.90447,35325400.0,1464680645.0,147880769.490947
bnb,18/10/2018,2018,10,9.92504,9.95905,9.63745,9.71658,29790800.0,1461507184.0,150413744.75381255
bnb,19/10/2018,2018,10,9.71767,9.79014,9.63144,9.76675,24658400.0,1422818505.0,145679832.59528503
bnb,20/10/2018,2018,10,9.75728,9.78968,9.68127,9.75463,23972200.0,1423197773.0,145899718.6976851
bnb,21/10/2018,2018,10,9.75773,9.86743,9.68441,9.7433,25790200.0,1426891232.0,146448455.0408999
bnb,22/10/2018,2018,10,9.72141,9.84327,9.65099,9.72685,27599800.0,1428730146.0,146885183.38413772
bnb,23/10/2018,2018,10,9.70276,9.86236,9.67603,9.80308,30852200.0,1418914420.0,144741695.46713892
bnb,24/10/2018,2018,10,9.78231,9.82127,9.71224,9.74532,26652600.0,1423175948.0,146036861.59099957
bnb,25/10/2018,2018,10,9.73369,9.75216,9.64398,9.69228,25207400.0,1410437571.0,145521752.4669118
bnb,26/10/2018,2018,10,9.67556,9.73187,9.62116,9.70268,24495800.0,1406718416.0,144982460.10380635
bnb,27/10/2018,2018,10,9.70157,9.73324,9.63451,9.65445,22943000.0,1409211367.0,145964955.74579597
bnb,28/10/2018,2018,10,9.67439,9.71415,9.59449,9.66679,24760500.0,1399453693.0,144769224.63403052
bnb,29/10/2018,2018,10,9.63989,9.68144,9.34434,9.40262,24583200.0,1398368251.0,148721127.83458227
bnb,30/10/2018,2018,10,9.40462,9.46888,9.35219,9.38704,24305700.0,1356722024.0,144531399.03526562
bnb,31/10/2018,2018,10,9.40072,9.41892,9.30769,9.36496,21398200.0,1362381725.0,145476512.98030105
bnb,01/11/2018,2018,1,9.37131,9.62546,9.3402,9.54922,19690100.0,1369356960.0,143399875.59193316
bnb,02/11/2018,2018,2,9.53071,9.6064,9.47672,9.57308,21304800.0,1385407963.0,144719146.08464572
bnb,03/11/2018,2018,3,9.58524,9.62814,9.49037,9.53021,19663500.0,1393273729.0,146195490.86536393
bnb,04/11/2018,2018,4,9.53192,9.73599,9.49254,9.62754,24079700.0,1383900919.0,143743980.18600807
bnb,05/11/2018,2018,5,9.58928,9.76667,9.57942,9.67251,21103300.0,1365083899.0,141130264.9467408
bnb,06/11/2018,2018,6,9.70867,9.78179,9.61637,9.78081,24810200.0,1401181759.0,143258253.55977672
bnb,07/11/2018,2018,7,9.80222,9.88388,9.77301,9.81693,23433700.0,1415863696.0,144226728.31526762
bnb,08/11/2018,2018,8,9.81223,9.83448,9.61666,9.65095,21877100.0,1423432059.0,147491392.97167638
bnb,09/11/2018,2018,9,9.6413,9.66688,9.48849,9.5542,18859800.0,1399286952.0,146457783.1738921
